gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
GTPBP8,3,-1.159456332436589,0.2660116800845188,-4.358667003148883,1.308570457503697e-05,0.0,1.3928391329293865,0.0,-1.0300162294679678,0,3,True,"GSE142025,GSE162830,GSE166239",0.00106048984425788,-0.8960599086082621,-1.210810791037478,-1.802648003291227,-4.40001220788873,1.082447884193499e-05,False
KRR1,3,-1.2638201664195725,0.2904315341280491,-4.35152529223071,1.351937225731554e-05,0.03607502249888927,2.3224879679878456,13.885452688361713,-0.9855036225796878,0,3,True,"GSE142025,GSE162830,GSE166239",0.0010905626954234536,-1.740985532014727,-0.8309757923573666,-1.2433201768602695,-4.869231468647943,1.1203311437765823e-06,False
KIF1B,3,-1.4749690008058738,0.3398121204323433,-4.34054264729954,1.421312787621568e-05,0.0997536521483721,2.7809413036379236,28.081905310850154,-0.6292437456236494,0,3,True,"GSE142025,GSE162830,GSE166239",0.0011412421203464609,-1.4596517483980893,-1.0681922202611946,-2.5455513777016727,-5.012440538992998,5.37439858117949e-07,False
TYW5,3,-1.13265695105801,0.26173865818154585,-4.327434697370467,1.5085605074060782e-05,0.0,0.27491849226641824,0.0,-1.0614557266741762,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012002355379471922,-1.283413872522819,-0.97706943343549,-1.1243314852902164,-4.322194438859622,1.544849507794574e-05,False
HSDL2,3,-1.1346140322692098,0.2625586340116585,-4.321373915354957,1.5506064855938223e-05,0.0,0.6208274076194232,0.0,-1.108231867189207,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012280803365903072,-1.288488957926319,-0.8821592534275224,-1.3356628862481943,-4.436346357930948,9.149858661042468e-06,False
CAT,3,-1.132254085515913,0.2622976508045623,-4.31667642482835,1.5839608813212513e-05,0.0,0.5753719268695472,0.0,-1.1093614564586607,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012431952430694362,-1.3000127414270743,-0.8881311075797608,-1.2815041265790956,-4.359588074983785,1.3030750043631062e-05,False
DNASE1L3,3,-1.1273207110762662,0.26130720750770653,-4.314158502662116,1.6021197459110682e-05,0.0,0.5884838899573159,0.0,-1.3260470033786602,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012478546638158138,-1.2329998462688438,-1.2338865398116152,-0.7485747110178863,-4.453516027399881,8.447539909271458e-06,False
RNF19A,3,-1.1313040936090588,0.26224813859839197,-4.313868916879304,1.604220871755867e-05,0.0,0.6981286439997075,0.0,-0.7236589973760802,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012478546638158138,-1.334201666663189,-0.8655744656568195,-1.254084382695359,-3.879385331338559,0.00010472075293595202,False
THUMPD1,3,-1.1294520050029824,0.26192806263341367,-4.312069480633421,1.6173358932402266e-05,0.0,0.014206699879251255,0.0,-1.191668541276634,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012524649157252315,-1.1043957343226884,-1.1271054216031955,-1.1897336361784556,-4.189777722049357,2.792278428975715e-05,False
ABCC2,3,-1.1282599737993222,0.26179162191190564,-4.309763488836889,1.6342923451248856e-05,0.0,0.42009059928134274,0.0,-1.6586963306075537,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012599960097989383,-1.301068608391354,-0.9260292904858528,-1.1725037120592656,-4.483340700822241,7.348346376654768e-06,False
POMP,3,-1.1328158089075586,0.26330392596426005,-4.302312640265467,1.6902458295426072e-05,0.0,0.606383983404194,0.0,-1.298817799086691,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012927676366510403,-0.906614141725363,-1.321256239474744,-1.3135708411449898,-4.372835505698343,1.2264313265053627e-05,False
PLIN2,3,-1.1380811117395964,0.26453897105440377,-4.302130257796853,1.6916380920364853e-05,0.0,0.9903823759253442,0.0,-1.3626213087457326,0,3,True,"GSE142025,GSE162830,GSE166239",0.0012927676366510403,-0.9990429261584362,-1.0509470344594067,-1.7367609616579205,-4.393130850369413,1.1172983191706786e-05,False
VEPH1,3,-1.134138165493022,0.2640840325898258,-4.294610902335624,1.7499998523057786e-05,0.0,0.847951226188127,0.0,-1.3276743613734834,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013086694174496087,-0.8923631099363315,-1.241616349325801,-1.5378549705608011,-4.3829538616457,1.1708091561742265e-05,False
ARHGEF3,3,-1.2627623697468362,0.2943983958501737,-4.289297725621731,1.792389687365476e-05,0.04357637910348601,2.3931643703341092,16.42864047316648,-0.9854727865596783,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013323461084111291,-1.7863084379354883,-0.8847529172923623,-1.068541490228346,-4.634928686192529,3.5706055280440515e-06,False
TRPC6,3,-1.1190164290134328,0.2609200659743128,-4.288732738261681,1.796954404709684e-05,0.0,0.3650373300434793,0.0,-1.5355477277304168,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013323461084111291,-1.2500263418175466,-1.138247411739666,-0.8318864639743558,-4.443368371727683,8.85613453428346e-06,False
CERS6,3,-1.2079210218745038,0.28175025743710486,-4.287204678576551,1.809355647996099e-05,0.026886261558108887,2.249971609568016,11.109989499645703,-1.2338172307363342,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013358564750289843,-1.6361955942126047,-1.1638478575332962,-0.5992290293381893,-4.604559908549131,4.133390197450144e-06,False
MRPS9,3,-1.126210138603665,0.26287287396083703,-4.284238695436671,1.8336597185355835e-05,0.0,0.7606561871867181,0.0,-1.009109485439095,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013480880563613506,-1.2246921658906025,-0.8688578633467583,-1.4787386074410078,-4.354326038362884,1.33476926476788e-05,False
LARP1B,3,-1.1336555324369355,0.26473739459295326,-4.282188899607426,1.85063769707207e-05,0.0,1.1632914002600006,0.0,-1.2242749776291417,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013491845704512028,-0.9644913891747844,-1.0658722970197354,-1.7836243665754468,-4.346349207065576,1.384221347379166e-05,False
ROCK2,3,-1.1161100779460817,0.26104306335250116,-4.275578380104035,1.906417133041588e-05,0.0,0.7722001931437812,0.0,-1.2455755965390083,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013761504388475675,-1.3970239256078154,-0.9276868199937992,-0.9308845801527104,-4.304284266109963,1.6752644709859536e-05,False
POLK,3,-1.1311287841627893,0.2645591319857454,-4.275523493264769,1.9068869014410976e-05,0.0,1.1942407839526248,0.0,-1.2853362983291206,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013761504388475675,-0.841031405034855,-1.2782922498639735,-1.596516807049297,-4.256583513817767,2.0757452049296482e-05,False
MIPOL1,3,-1.1237082664495757,0.26285535574509056,-4.275006165517567,1.911320053954955e-05,0.0,1.0865103310110371,0.0,-1.0140626905357515,0,3,True,"GSE142025,GSE162830,GSE166239",0.0013761504388475675,-1.304573178427753,-0.7989997662946725,-1.4465313152497568,-4.371286520219672,1.235165797319887e-05,False
HECW2,3,-1.1213610102366098,0.2627033780391903,-4.268544312625186,1.9675274514380642e-05,0.0,0.9784193086812298,0.0,-1.128512532351606,0,3,True,"GSE142025,GSE162830,GSE166239",0.0014050081276170833,-1.2853948150114185,-0.8140001475081694,-1.4390814352867538,-4.394790797464407,1.1087948341283861e-05,False
SDAD1,3,-1.1171852174242167,0.26195590180559863,-4.264783536937818,2.000960970566682e-05,0.0,0.12040722135926034,0.0,-1.1827292862609209,0,3,True,"GSE142025,GSE162830,GSE166239",0.00141786320368987,-1.0223977928964816,-1.1567863069524191,-1.25804529347016,-4.244353566482572,2.192244673133552e-05,False
AASS,3,-1.1157807694806938,0.2617016152604659,-4.263560881617721,2.011946488489645e-05,0.0,1.2660823487009973,0.0,-1.0090103468477019,0,3,True,"GSE142025,GSE162830,GSE166239",0.00141786320368987,-1.4518878682525886,-0.7941422131766042,-1.0994364124896612,-4.398081568781016,1.0921193636435763e-05,False
LRRFIP2,3,-1.1156427226847732,0.2617109629060029,-4.262881120060193,2.018078940054452e-05,0.0,0.4658487869540656,0.0,-0.4924364123945792,0,3,True,"GSE142025,GSE162830,GSE166239",0.00141786320368987,-1.2595888888599094,-0.8952654139623656,-1.2622617911035827,-3.900181442757937,9.61206243424889e-05,False
NELL1,3,-1.1185355788987745,0.262553681077006,-4.26021670810516,2.0422879044307473e-05,0.0,0.8992358287855129,0.0,-2.0384577420136782,0,3,True,"GSE142025,GSE162830,GSE166239",0.0014291094155341906,-1.270219913066816,-0.8245710013422308,-1.431034850092135,-4.457658497067602,8.285976788488614e-06,False
CYP27A1,3,-1.1248191339302154,0.26470469994772255,-4.2493357093861945,2.1440539208041523e-05,0.0,1.3197388544645712,0.0,-1.4041891404256461,0,3,True,"GSE142025,GSE162830,GSE166239",0.00148490992976476,-0.8575231190078393,-1.1936229634907196,-1.7222264343141345,-4.355624867350785,1.3268785015882857e-05,False
TCEAL2,3,-1.554590713734229,0.36593664717751795,-4.248250962905304,2.1544596739807544e-05,0.15395140267244728,3.2316062542323656,38.11127214583637,-1.6381397366232144,0,3,True,"GSE142025,GSE162830,GSE166239",0.00148490992976476,-1.9766299597443169,-0.9576122701722288,-1.942507407558275,-5.8061195550228115,6.393731551833572e-09,False
SPATA6,3,-1.1115813459885668,0.26170640725906985,-4.2474364981373345,2.1623042496551765e-05,0.0,0.17571784048619749,0.0,-1.0589115558003839,0,3,True,"GSE142025,GSE162830,GSE166239",0.00148490992976476,-1.1253491270380014,-1.0016603011556855,-1.3097429609967668,-3.9647712264927963,7.346637132729754e-05,False
PC,3,-1.11819839094366,0.2632793062511515,-4.247194384039324,2.1646414265395373e-05,0.0,1.354586837232208,0.0,-1.3029361179549876,0,3,True,"GSE142025,GSE162830,GSE166239",0.00148490992976476,-1.2729257754214456,-0.7729939664499899,-1.5710795516454856,-4.428560497410216,9.486411089924641e-06,False
KCNJ3,3,-1.1088560396003373,0.2613208903329906,-4.243273617303871,2.2028258009624455e-05,0.0,0.4595993538042464,0.0,-1.3382171738509336,0,3,True,"GSE142025,GSE162830,GSE166239",0.00150517791199881,-1.2747509278269382,-0.8925530395037694,-1.1980333814080792,-4.39282080274422,1.1188934990639296e-05,False
PTPRG,3,-1.1048721092359775,0.26052849876780887,-4.240887712713049,2.2263750114506855e-05,0.0,0.5494646774259588,0.0,-1.1507025499934835,0,3,True,"GSE142025,GSE162830,GSE166239",0.001515326492168623,-1.3341935858520733,-0.987174774881301,-0.8794452054903853,-3.9986819321925027,6.369620983924531e-05,False
RRAS2,3,-1.1115636291920774,0.262246708145113,-4.238618044261584,2.2489991923333806e-05,0.0,1.7783637696530015,0.0,-0.8657939412256827,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015247689465843121,-1.4784710441000135,-0.7091293672005262,-1.219701014722718,-4.338593596516976,1.433974132838782e-05,False
CCDC158,3,-1.1120529486455828,0.26252878038038385,-4.235927760127115,2.2760995036533728e-05,0.0,1.6923943339829195,0.0,-1.269684664807871,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015371611531649755,-1.4286030786724582,-0.7073984729552472,-1.32909137368602,-4.444142320830207,8.824317884914e-06,False
SCPEP1,3,-1.1038390571797356,0.2609018502698673,-4.230859444032172,2.3280011317774647e-05,0.0,0.08307206025233929,0.0,-0.9559939977849913,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015567657521235762,-1.17481390192178,-1.0104680667038597,-1.1347808575817429,-4.208180876976474,2.5743476845584974e-05,False
TOP1,3,-1.12497735570109,0.2659267340594841,-4.230403384149592,2.3327262001025722e-05,0.006286542169685478,2.059473152733537,2.8877848033414937,-1.0096160903737799,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015567657521235762,-1.590835838505967,-0.9183804292091112,-0.6949050001563066,-4.363266450238861,1.2813472263009963e-05,False
UPF3B,3,-1.2348856979444074,0.2919297950556468,-4.230077638046562,2.336106720867314e-05,0.04010857213660584,2.361608196910909,15.311947061494319,-1.043207600689908,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015567657521235762,-1.7179138788356332,-0.8034487012764304,-1.1998804026807246,-4.834264926278256,1.3363851725072417e-06,False
IDH3A,3,-1.1071961251756712,0.26194981051317867,-4.226749097495409,2.3709178115940328e-05,0.0,0.3286531638577732,0.0,-1.1578033863017043,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015662653844266347,-1.1058141614322816,-0.9734145741923074,-1.401608380688427,-4.234457664518109,2.2910393877393174e-05,False
CYP3A5,3,-1.1680764650594093,0.2763671191618924,-4.226539208432986,2.3731293703433858e-05,0.02032265604721082,2.190670161584187,8.703736643142268,-1.6298933080772267,0,3,True,"GSE142025,GSE162830,GSE166239",0.0015662653844266347,-1.6219164655679112,-1.0518480869262998,-0.624547866510402,-4.738235291602691,2.1558740731525602e-06,False
CEP44,3,-1.117669428498592,0.2646741386717682,-4.222813132055389,2.412718526936537e-05,0.0,1.8541794807652594,0.0,-0.9855822517219873,0,3,True,"GSE142025,GSE162830,GSE166239",0.00158638519295631,-1.1529110763241623,-0.8007432450406572,-1.8773917637617488,-4.2313004714914175,2.323440471981262e-05,False
CEP95,3,-1.1066553701872879,0.2622951343187036,-4.219122756744081,2.452547181786867e-05,0.0,0.5361213921624328,0.0,-0.8911907992248463,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016065106050922695,-1.11235398950353,-0.933289463376622,-1.4851534053455755,-4.056215206977087,4.9874308917637195e-05,False
SLC7A8,3,-1.1033707224813154,0.26157972327064216,-4.2181049382781035,2.463641632174155e-05,0.0,1.4355120755476234,0.0,-1.3744463334439496,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016077337752435385,-1.0607935799093946,-1.4710904917074967,-0.6267867106083386,-4.358485425668763,1.309656421425716e-05,False
GRHL1,3,-1.1095323492882763,0.2632609743209942,-4.214572069217608,2.5025223310321608e-05,0.0,0.7888649265979208,0.0,-1.3124748708025695,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016261418266004227,-0.9116404027452084,-1.1361804679369027,-1.574754048634125,-4.289792330516925,1.7884026836946196e-05,False
PPFIA4,3,-1.0986490366573851,0.2607231962957439,-4.213852285744318,2.5105151019026268e-05,0.0,1.8158324844620437,0.0,-1.1705312094082791,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016261418266004227,-1.464314385823293,-1.0534063527491686,-0.5432948051986553,-4.425761082456854,9.61028440600396e-06,False
ZBED5,3,-1.209647858516848,0.2872422980577027,-4.211245581505018,2.539664704337081e-05,0.02787838542841462,2.2377013485842836,10.622568053358373,-0.921638170467966,0,3,True,"GSE142025,GSE162830,GSE166239",0.001638930289198863,-1.2263257151348692,-0.8619443135642487,-2.0868769887443026,-4.469184499903446,7.85183820245626e-06,False
SNX25,3,-1.1006417421806567,0.2615726983316662,-4.207785251292077,2.5788576375536187e-05,0.0,0.4743780355908308,0.0,-1.0980261661784272,0,3,True,"GSE142025,GSE162830,GSE166239",0.001658081751909013,-1.1928562332027073,-0.8891039263883703,-1.3475922676752066,-4.225422723850923,2.3849265726169443e-05,False
FBXO36,3,-1.1019178811632924,0.2620105037348644,-4.20562483356909,2.6036182775534338e-05,0.0,1.622325239648626,0.0,-0.9479986695007857,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016678472377974643,-1.4281273288622849,-0.7088533278247171,-1.2682127181048648,-4.365177762493235,1.270194214114167e-05,False
XPNPEP2,3,-1.0960887657820044,0.26089502793504415,-4.20126352908075,2.654294004500782e-05,0.0,0.7992876337213176,0.0,-1.835397893401401,0,3,True,"GSE142025,GSE162830,GSE166239",0.0016940812723231365,-1.3504197025202374,-0.8302546248530547,-1.1131498422582389,-4.39881474334665,1.0884368706037037e-05,False
ZDHHC9,3,-1.1044176074401235,0.26345460739123683,-4.192060326354571,2.7643246161912078e-05,0.0,1.4380288981809721,0.0,-0.9739876753909146,0,3,True,"GSE142025,GSE162830,GSE166239",0.0017514760768187491,-1.1694280731037494,-0.7974263198153924,-1.7113213037717967,-4.27097170962631,1.9462309864455337e-05,False
RDH10,3,-1.2008477611597865,0.28673355685472834,-4.188026592814137,2.813905513477896e-05,0.03449853729946888,2.3175110180555047,13.700518167197783,-1.142174093900238,0,3,True,"GSE142025,GSE162830,GSE166239",0.0017749558525753833,-1.7181674538748772,-0.8629068818912891,-0.9408532838158998,-4.750712607162126,2.0270104778717147e-06,False
GRIK2,3,-1.0996483868246119,0.26260924074025294,-4.187394105877162,2.821756032847688e-05,0.0,0.9869109121838833,0.0,-1.2450013241976752,0,3,True,"GSE142025,GSE162830,GSE166239",0.0017749558525753833,-1.157782127885232,-0.8376017586669527,-1.579738100768747,-4.3363761492149635,1.4485098216268375e-05,False
ZFYVE1,3,-1.1856771694608115,0.2834643765147961,-4.182808379799789,2.8793006633221953e-05,0.02736106039472421,2.2457207336137492,10.941731531255112,-0.7407523520227425,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018046379409253934,-1.554301384000778,-0.7171045480618808,-1.4380536719685109,-4.270101056267695,1.9538441804511393e-05,False
USP38,3,-1.0914712533197128,0.26125465731312103,-4.177805917586204,2.9433464084597704e-05,0.0,0.9289836678566411,0.0,-0.952217300067825,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018316024221786801,-1.3158097914230964,-0.7864091627111796,-1.2591743310973875,-4.170831688849298,3.034899625535024e-05,False
CC2D2A,3,-1.091970904867903,0.2614718953884517,-4.176245799746979,2.963595797550669e-05,0.0,0.7633708199918765,0.0,-0.5205373045686402,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018376403265666498,-1.2435454438947815,-0.8173311961711285,-1.3520118456707169,-4.026310260585266,5.665891880935713e-05,False
L3MBTL4,3,-1.0962267262341345,0.26271009817828556,-4.1727620439249025,3.0092918490320018e-05,0.0,1.2535993285352436,0.0,-1.024774617572571,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018562151101296843,-1.1982205381070223,-0.7840746321659549,-1.5987360734169616,-4.269432918381606,1.9597057573300608e-05,False
ST7,3,-1.1617159092792948,0.2784650021228011,-4.1718560696075775,3.021284678420512e-05,0.017325003202157036,2.1501536291157763,6.983390725318783,-0.9698715213054937,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018562151101296843,-1.200243676379944,-0.8114559924657251,-1.9887609281152148,-4.4403191049069255,8.982558332232295e-06,False
INSR,3,-1.0844837607974316,0.26009272849986176,-4.1696043063272645,3.0512894378008494e-05,0.0,0.5027964916976779,0.0,-0.9658368287242393,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018654620057628774,-1.305473247917413,-0.9094812878508476,-0.9796908292298468,-4.186064946783449,2.838321657556287e-05,False
PEX3,3,-1.2431342587256171,0.2982180597595498,-4.168541166581071,3.0655539914970836e-05,0.04819216514523063,2.4261234116893835,17.56396272490775,-1.0774973912393184,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018654624405976816,-1.633551147012636,-0.7532384354362617,-1.491935813343286,-4.808172338964432,1.5231643086720925e-06,False
ZHX1,3,-1.0915462614854274,0.26188666180325193,-4.168010138315006,3.072702711498707e-05,0.0,1.98055306672236,0.0,-0.7585217033779115,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018654624405976816,-1.4666734440336353,-0.6638510752276369,-1.2428327391291292,-4.2137111153057125,2.5120855620787766e-05,False
DDN,3,-1.0853386477844256,0.2605976311705989,-4.164806268227029,3.116170576628354e-05,0.0,0.7905678324331777,0.0,-2.211101073550856,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018787597275838213,-1.333569748842241,-0.8179385451890145,-1.1174236965264936,-4.368709483013843,1.249828957266576e-05,False
SFXN2,3,-1.2093445257512758,0.29052307189712545,-4.162645389415083,3.145817130693313e-05,0.03380621459306004,2.2909886714465135,12.701445235117003,-1.3271022863632764,0,3,True,"GSE142025,GSE162830,GSE166239",0.0018900937132827684,-1.318302928389141,-0.7965382702284821,-1.972380578920295,-4.690717901619368,2.7224811574870955e-06,False
RPL13A,3,1.1950851752351404,0.28721210490772225,4.160984703688261,3.168783119005326e-05,0.03425989615944659,2.311516886787609,13.476729872414392,1.0471168570193967,3,0,True,"GSE142025,GSE162830,GSE166239",0.0018973497273384464,1.658314403390375,0.7585091139018605,1.200886170150057,4.726379732251946,2.2855805731090546e-06,False
TRPM3,3,-1.0903187774947132,0.2620867324026709,-4.160144878373866,3.180457812308094e-05,0.0,0.5391020945678164,0.0,-1.076592458907883,0,3,True,"GSE142025,GSE162830,GSE166239",0.001897818387727953,-0.8986314894094926,-1.1660939020237684,-1.411268661391322,-4.1868048084063965,2.829089212738262e-05,False
ANGPTL1,3,-1.0881188631129144,0.2616204645720029,-4.159150412384669,3.194335066865844e-05,0.0,1.4528508203243018,0.0,-1.0719903825715262,0,3,True,"GSE142025,GSE162830,GSE166239",0.001899593658876125,-1.3716155367892977,-0.7111457543704087,-1.30404764884756,-4.3196116997269485,1.563039796635859e-05,False
